Months_loan_taken_for,Purpose,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant,Primary_applicant_age_in_years,Gender,Marital_status,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,other_emi,employed_range,Principal_loan_amount_log
12,FF&E,4,real estate,0,0,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,13.545013310266594
24,FF&E,3,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,1,34,0,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,None,14.540156405583591
8,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,33,1,single,1,2,skilled employee / official,0,Low,0,1 year - 4 years,14.161933125438654
21,education,2,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,1,26,1,single,1,1,skilled employee / official,1,Low,0,0 year - 1 year,15.043395182336525
30,used vehicle,4,real estate,0,0,1,paid,1,53,0,divorced/separated/married,1,1,management / self-employed / highly qualified employee / officer,1,None,1,None,15.828411575835863
12,FF&E,2,car or other,0,0,1,existing loans paid back duly till now,0,42,1,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,14.762136489634502
6,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,52,1,single,1,4,skilled employee / official,1,High,0,7 years and up,12.730801174465157
12,electronic equipment,4,car or other,0,0,2,existing loans paid back duly till now,0,31,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,14.489984473258598
21,new vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,65,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,13.255144488638146
36,business,1,car or other,0,0,2,delay in paying off loans in the past,1,28,1,divorced/separated/married,1,1,skilled employee / official,1,Low,0,0 year - 1 year,16.0743527280104
36,business,2,real estate,0,0,2,delay in paying off loans in the past,1,30,1,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,1,Low,1,1 year - 4 years,15.309537618887047
21,new vehicle,4,building society savings agreement/life insurance,0,0,2,paid,1,40,1,single,1,2,unskilled - resident,1,None,0,1 year - 4 years,14.314466009159778
24,FF&E,4,real estate,0,0,1,critical/pending loans at other banks,0,50,1,single,1,4,skilled employee / official,1,High,0,1 year - 4 years,15.144440601694594
18,new vehicle,4,car or other,0,0,1,critical/pending loans at other banks,1,36,1,single,1,4,skilled employee / official,1,Low,1,7 years and up,13.69221234161978
15,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,31,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.122995257712237
9,used vehicle,2,No Property,0,0,1,paid,1,74,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,Low,1,7 years and up,15.450421266371404
16,new vehicle,2,car or other,0,0,3,critical/pending loans at other banks,0,68,1,single,0,3,unemployed / unskilled - non-resident,1,Low,0,None,13.976778705560395
12,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,20,1,married/widowed,1,1,skilled employee / official,1,Low,0,4 years - 7 years,13.420985389894444
18,FF&E,1,car or other,0,0,2,paid,0,33,0,divorced/separated/married,1,4,skilled employee / official,1,Low,1,1 year - 4 years,14.99231769421744
24,business,2,building society savings agreement/life insurance,0,0,3,existing loans paid back duly till now,1,54,1,single,1,3,management / self-employed / highly qualified employee / officer,1,High,0,1 year - 4 years,15.33960842323136
48,business,4,No Property,0,0,1,paid,1,34,1,single,0,4,unskilled - resident,1,Low,0,4 years - 7 years,15.16202404907232
27,business,4,car or other,0,0,1,existing loans paid back duly till now,1,36,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.18032588740704
6,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,29,1,married/widowed,0,2,skilled employee / official,1,Low,0,4 years - 7 years,14.56125018864339
45,electronic equipment,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,1,21,1,single,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.92440315603994
9,education,2,car or other,0,0,2,critical/pending loans at other banks,1,34,0,divorced/separated/married,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,14.2216421106156
6,electronic equipment,1,car or other,0,0,2,critical/pending loans at other banks,0,28,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,1 year - 4 years,14.139042283309752
12,FF&E,4,car or other,0,0,4,existing loans paid back duly till now,1,27,0,divorced/separated/married,0,4,skilled employee / official,1,Low,1,0 year - 1 year,13.765269341527528
24,used vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,36,1,single,0,4,skilled employee / official,1,None,1,7 years and up,14.830741237693331
18,FF&E,4,No Property,0,0,1,delay in paying off loans in the past,1,40,1,divorced/separated/married,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.273427662757133
9,education,4,car or other,0,0,2,critical/pending loans at other banks,0,52,1,single,1,2,skilled employee / official,1,High,0,7 years and up,13.74937075545973
12,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,0,27,1,married/widowed,1,3,unskilled - resident,1,Low,0,1 year - 4 years,13.97080344237031
27,business,3,car or other,0,0,2,delay in paying off loans in the past,0,26,1,single,1,4,skilled employee / official,1,Low,0,4 years - 7 years,15.44807888778723
12,education,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,21,1,married/widowed,0,4,skilled employee / official,1,Low,0,4 years - 7 years,13.71236979904476
12,new vehicle,4,real estate,0,0,2,critical/pending loans at other banks,0,38,1,single,1,1,unskilled - resident,1,Low,0,7 years and up,14.217636764806924
30,used vehicle,3,No Property,0,0,3,critical/pending loans at other banks,0,38,1,single,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,16.17853201976215
12,FF&E,4,real estate,0,0,3,critical/pending loans at other banks,0,43,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.475617884446018
12,FF&E,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,26,1,single,1,3,skilled employee / official,1,Low,0,4 years - 7 years,14.168980370954058
24,business,2,car or other,0,0,1,existing loans paid back duly till now,0,21,1,married/widowed,1,2,unskilled - resident,1,Low,1,1 year - 4 years,15.6977199301144
12,used vehicle,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,55,1,single,1,2,skilled employee / official,0,High,0,4 years - 7 years,14.161225661666665
9,electronic equipment,1,real estate,0,0,2,critical/pending loans at other banks,0,33,1,single,1,2,skilled employee / official,1,None,0,1 year - 4 years,14.938490203080676
36,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,45,0,divorced/separated/married,1,4,unskilled - resident,1,None,0,7 years and up,15.159679992783492
27,business,2,building society savings agreement/life insurance,0,0,2,paid,1,50,1,single,1,4,skilled employee / official,1,Low,1,None,15.481895750840124
30,business,4,real estate,0,0,1,delay in paying off loans in the past,1,66,1,single,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,14.461566130990368
36,electronic equipment,4,car or other,0,0,1,critical/pending loans at other banks,0,51,1,single,1,2,skilled employee / official,1,None,0,7 years and up,15.022079988137476
6,education,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,39,0,divorced/separated/married,1,3,unskilled - resident,1,None,0,4 years - 7 years,13.745088093667729
18,business,3,building society savings agreement/life insurance,0,0,1,paid,0,31,1,single,1,1,skilled employee / official,1,Low,1,4 years - 7 years,14.948202160285248
36,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,23,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.17981490119255
24,FF&E,2,real estate,0,0,1,existing loans paid back duly till now,0,24,1,divorced/separated/married,0,2,unskilled - resident,1,Low,0,1 year - 4 years,14.921098460368809
10,new vehicle,2,car or other,0,0,1,existing loans paid back duly till now,0,64,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,1 year - 4 years,14.125932117385544
12,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,26,1,married/widowed,1,1,unskilled - resident,1,Low,1,0 year - 1 year,13.34550692871854
12,education,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,0,4,skilled employee / official,1,None,1,1 year - 4 years,13.997832114758229
12,electronic equipment,4,real estate,0,0,2,existing loans paid back duly till now,0,30,1,single,1,2,skilled employee / official,1,Low,1,1 year - 4 years,13.468785944878707
24,business,4,real estate,0,0,2,delay in paying off loans in the past,0,32,1,single,1,4,skilled employee / official,1,None,0,1 year - 4 years,14.906762492226092
15,used vehicle,3,car or other,0,0,1,existing loans paid back duly till now,0,30,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.353882021964514
36,FF&E,4,car or other,0,0,2,paid,0,27,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.776009544502749
48,electronic equipment,1,No Property,1,0,2,existing loans paid back duly till now,1,27,1,single,1,2,skilled employee / official,1,High,1,4 years - 7 years,16.20985407619786
12,FF&E,4,No Property,0,0,1,existing loans paid back duly till now,1,53,1,single,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,15.877933094474516
9,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,1,22,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,14.206200380490284
24,FF&E,4,No Property,0,0,1,existing loans paid back duly till now,0,22,1,single,0,1,skilled employee / official,1,Low,1,0 year - 1 year,14.96259550008316
36,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,1,26,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.252973205658565
9,new vehicle,2,No Property,0,0,1,existing loans paid back duly till now,0,51,1,single,0,4,unskilled - resident,1,High,0,7 years and up,14.73459737714043
12,electronic equipment,3,No Property,0,0,1,existing loans paid back duly till now,0,35,1,single,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.57678356757182
18,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,25,1,married/widowed,1,2,unskilled - resident,1,Low,0,1 year - 4 years,13.671640187544572
4,electronic equipment,2,real estate,0,0,3,critical/pending loans at other banks,0,42,1,single,1,1,unskilled - resident,1,Low,0,4 years - 7 years,14.24988700956686
24,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,1,30,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,1,None,14.4159940536608
6,new vehicle,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,23,1,single,1,2,unemployed / unskilled - non-resident,1,None,0,None,16.49344513516186
21,business,4,car or other,0,0,2,existing loans paid back duly till now,1,61,1,divorced/separated/married,0,2,unskilled - resident,1,Low,1,7 years and up,14.833274258769062
12,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,35,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.07092766982878
30,electronic equipment,1,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0,39,1,single,1,3,skilled employee / official,1,Low,0,7 years and up,14.740562795507
24,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,1,29,0,divorced/separated/married,1,2,skilled employee / official,1,None,1,7 years and up,13.726679344257658
6,electronic equipment,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,51,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,14.282384294201082
48,used vehicle,3,No Property,0,0,2,paid,1,24,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.342653227671544
12,business,3,real estate,0,0,2,critical/pending loans at other banks,0,27,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,13.985253332551368
12,education,4,real estate,0,0,1,paid,0,35,0,divorced/separated/married,1,3,unskilled - resident,1,High,0,1 year - 4 years,15.053014845499002
24,business,4,real estate,0,0,1,existing loans paid back duly till now,0,25,1,single,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.045033716242523
12,electronic equipment,4,real estate,0,0,3,critical/pending loans at other banks,0,52,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,13.482831119581755
6,new vehicle,4,No Property,0,0,1,paid,0,35,1,single,0,1,skilled employee / official,0,Low,1,1 year - 4 years,14.001159904850905
